"","fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality"
"1531",10.5,0.24,0.42,1.8,0.077,6,22,0.9976,3.21,1.05,10.8,7
"1532",7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6
"1533",7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6
"1534",7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5
"1535",14,0.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,6
"1536",7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,7
"1537",7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6
"1538",8,0.745,0.56,2,0.118,30,134,0.9968,3.24,0.66,9.4,5
"1539",10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,5
"1540",8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7
"1541",7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,6
"1542",9,0.4,0.43,2.4,0.068,29,46,0.9943,3.2,0.6,12.2,6
"1543",9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7
"1544",8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,4
"1545",6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7,5
"1546",7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5
"1547",7.4,0.49,0.27,2.1,0.071,14,25,0.99388,3.35,0.63,12,6
"1548",9.7,0.66,0.34,2.6,0.094,12,88,0.99796,3.26,0.66,10.1,5
"1549",11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,5
"1550",10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7
"1551",7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5
"1552",8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,7
"1553",11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6
"1554",9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,5
"1555",7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,6
"1556",7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2,3
"1557",7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5
"1558",7.9,0.885,0.03,1.8,0.058,4,8,0.9972,3.36,0.33,9.1,4
"1559",7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,5
"1560",8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,5
"1561",10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6
"1562",7.6,0.41,0.24,1.8,0.08,4,11,0.9962,3.28,0.59,9.5,5
"1563",8.5,0.49,0.11,2.3,0.084,9,67,0.9968,3.17,0.53,9.4,5
"1564",6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5
"1565",7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,5
"1566",11.7,0.49,0.49,2.2,0.083,5,15,1,3.19,0.43,9.2,5
"1567",7.5,1.115,0.1,3.1,0.086,5,12,0.9958,3.54,0.6,11.2,4
"1568",6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,6
"1569",10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7
"1570",7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,6
"1571",9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,7
"1572",7.8,0.41,0.68,1.7,0.467,18,69,0.9973,3.08,1.31,9.3,5
"1573",7.8,0.61,0.29,1.6,0.114,9,29,0.9974,3.26,1.56,9.1,5
"1574",8.8,0.3,0.38,2.3,0.06,19,72,0.99543,3.39,0.72,11.8,6
"1575",10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8
"1576",5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,6
"1577",7.9,0.66,0,1.4,0.096,6,13,0.99569,3.43,0.58,9.5,5
"1578",7.9,0.35,0.21,1.9,0.073,46,102,0.9964,3.27,0.58,9.5,5
"1579",7,0.4,0.32,3.6,0.061,9,29,0.99416,3.28,0.49,11.3,7
"1580",7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6
"1581",7.3,0.305,0.39,1.2,0.059,7,11,0.99331,3.29,0.52,11.5,6
"1582",7.5,0.6,0.32,2.7,0.103,13,98,0.99938,3.45,0.62,9.5,5
"1583",10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,6
"1584",7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7
"1585",7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,5
"1586",5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,5
"1587",8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5
"1588",5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.56666667,7
"1589",9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,5
"1590",7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,5
"1591",9.7,0.69,0.32,2.5,0.088,22,91,0.9979,3.29,0.62,10.1,5
"1592",6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6
"1593",6.6,0.815,0.02,2.7,0.072,17,34,0.9955,3.58,0.89,12.3,7
"1594",7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5
"1595",6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,6
"1596",11.6,0.41,0.54,1.5,0.095,22,41,0.99735,3.02,0.76,9.9,7
"1597",10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,7
"1598",6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3,5
"1599",8.2,0.915,0.27,2.1,0.088,7,23,0.9962,3.26,0.47,10,4
